id,trail,section,difficulty,type,skill,question,correct,options,learningObjective,verseRef
"tito-cam-tt-02-graca-05","tito","tt-02-graca","caminhada","complete","understand","Qual palavra completa o sentido do trecho de A graça que educa sobre Graça?","graça","a:graça | b:salvadora | c:ensina","Completar com precisão o texto de A graça que educa.","A graça que educa"
"tito-cam-tt-02-graca-06","tito","tt-02-graca","caminhada","connect","understand","O que relaciona o trecho de A graça que educa ao insight da missão?","Graça","a:Graça | b:salvadora | c:ensina","Conectar A graça que educa ao restante da leitura.","A graça que educa"
"tito-pro-tt-02-graca-01","tito","tt-02-graca","profundezas","true_false","interpret","A graça que educa sustenta que Paulo instrui a igreja em Tito 2-3 com o evangelho no centro.","true","true:Verdadeiro | false:Falso","Tito 2-3","A graça que educa"
"tito-pro-tt-02-graca-02","tito","tt-02-graca","profundezas","tap","interpret","Em A graça que educa, qual trecho sustenta a ideia de graça?","A graça salvadora nos ensina a renunciar à","a:A graça salvadora nos ensina a renunciar à | b:nos ensina a renunciar | c:a renunciar à impiedade","Tito 2-3","A graça que educa"
"tito-pro-tt-02-graca-03","tito","tt-02-graca","profundezas","choice","interpret","O que se depreende de A graça que educa para a vida com Deus?","A graça salvadora nos ensina a renunciar à impiedade e a viver de modo santo","a:A aplicação principal contradiz o enunciado do versículo | b:O tema central é apenas memorização de nomes | c:Não há implicação teológica ou prática legítima | d:A graça salvadora nos ensina a renunciar à impiedade e a viver de modo santo","Tito 2-3","A graça que educa"
"tito-pro-tt-02-graca-04","tito","tt-02-graca","profundezas","order","interpret","Qual sequência revela o sentido de A graça que educa?","a → b → c","a:A graça salvadora nos ensina | b:a renunciar à impiedade e | c:a viver de modo santo.","Ordenar o fluxo de A graça que educa.","A graça que educa"
"tito-pro-tt-02-graca-05","tito","tt-02-graca","profundezas","complete","interpret","Qual palavra completa A graça que educa (Graça) com fidelidade ao tema?","graça","a:graça | b:salvadora | c:ensina","Completar com precisão o texto de A graça que educa.","A graça que educa"
"tito-pro-tt-02-graca-06","tito","tt-02-graca","profundezas","connect","interpret","Qual elo de sentido une o trecho de A graça que educa ao insight?","Graça","a:Graça | b:salvadora | c:ensina","Conectar A graça que educa ao restante da leitura.","A graça que educa"
"tito-sem-tt-03-desafio-01","tito","tt-03-desafio","semente","true_false","observe","O trecho afirma: Revise liderança, sã doutrina e a graça que transforma o povo de Deus.","true","true:Verdadeiro | false:Falso","Tito 1-3","Desafio: Povo zeloso"
"tito-sem-tt-03-desafio-02","tito","tt-03-desafio","semente","tap","observe","Em Desafio: Povo zeloso, toque o trecho que menciona povo?","Revise liderança, sã doutrina e a graça que","a:Revise liderança, sã doutrina e a graça que | b:Revise liderança | c:Revise liderança, sã doutrina","Tito 1-3","Desafio: Povo zeloso"
"tito-sem-tt-03-desafio-03","tito","tt-03-desafio","semente","choice","observe","O que Desafio: Povo zeloso diz de forma explícita?","Revise liderança, sã doutrina e a graça que transforma o povo de Deus","a:Uma prática ritual posterior ao relato | b:Um lugar mencionado apenas em profecia | c:Um tema de carta do Novo Testamento | d:Revise liderança, sã doutrina e a graça que transforma o povo de Deus","Tito 1-3","Desafio: Povo zeloso"
"tito-sem-tt-03-desafio-04","tito","tt-03-desafio","semente","order","observe","Qual a ordem dos fatos em Desafio: Povo zeloso?","a → b → c","a:Revise liderança, sã doutrina | b:e a graça que | c:transforma o povo de Deus.","Ordenar o fluxo de Desafio: Povo zeloso.","Desafio: Povo zeloso"
"tito-sem-tt-03-desafio-05","tito","tt-03-desafio","semente","complete","observe","Qual palavra o texto usa em Desafio: Povo zeloso ao falar de Povo?","povo","a:povo | b:Revise | c:liderança","Completar com precisão o texto de Desafio: Povo zeloso.","Desafio: Povo zeloso"
"tito-sem-tt-03-desafio-06","tito","tt-03-desafio","semente","connect","observe","Qual ideia une o trecho de Desafio: Povo zeloso ao insight da missão?","Povo","a:Povo | b:Revise | c:liderança","Conectar Desafio: Povo zeloso ao restante da leitura.","Desafio: Povo zeloso"
"tito-sem-tt-03-desafio-07","tito","tt-03-desafio","semente","tap","observe","Revisão: em Desafio: Povo zeloso, toque o trecho que menciona povo?","Revise liderança, sã doutrina e a graça que","a:Revise liderança, sã doutrina e a graça que | b:Revise liderança | c:Revise liderança, sã doutrina","Tito 1-3","Desafio: Povo zeloso"
"tito-sem-tt-03-desafio-08","tito","tt-03-desafio","semente","order","observe","Revisão: qual a ordem dos fatos em Desafio: Povo zeloso?","a → b → c","a:Revise liderança, sã doutrina | b:e a graça que | c:transforma o povo de Deus.","Ordenar o fluxo de Desafio: Povo zeloso.","Desafio: Povo zeloso"
"tito-cam-tt-03-desafio-01","tito","tt-03-desafio","caminhada","true_false","understand","Em Desafio: Povo zeloso, o relato comunica que revise liderança, sã doutrina e a graça que transforma o povo de Deus.","true","true:Verdadeiro | false:Falso","Tito 1-3","Desafio: Povo zeloso"
"tito-cam-tt-03-desafio-02","tito","tt-03-desafio","caminhada","tap","understand","Em Desafio: Povo zeloso, qual trecho fala da povo?","Revise liderança, sã doutrina e a graça que","a:Revise liderança, sã doutrina e a graça que | b:Revise liderança | c:Revise liderança, sã doutrina","Tito 1-3","Desafio: Povo zeloso"
"tito-cam-tt-03-desafio-03","tito","tt-03-desafio","caminhada","choice","understand","Qual relação Desafio: Povo zeloso estabelece em torno de Povo?","Revise liderança, sã doutrina e a graça que transforma o povo de Deus","a:O foco é exclusivamente genealógico, sem mensagem | b:A cena cancela promessas anteriores sem motivo | c:O relato trata só de curiosidade histórica | d:Revise liderança, sã doutrina e a graça que transforma o povo de Deus","Tito 1-3","Desafio: Povo zeloso"
"tito-cam-tt-03-desafio-04","tito","tt-03-desafio","caminhada","order","understand","Como se encadeiam os eventos de Desafio: Povo zeloso?","a → b → c","a:Revise liderança, sã doutrina | b:e a graça que | c:transforma o povo de Deus.","Ordenar o fluxo de Desafio: Povo zeloso.","Desafio: Povo zeloso"
"tito-cam-tt-03-desafio-05","tito","tt-03-desafio","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Desafio: Povo zeloso sobre Povo?","povo","a:povo | b:Revise | c:liderança","Completar com precisão o texto de Desafio: Povo zeloso.","Desafio: Povo zeloso"
"tito-cam-tt-03-desafio-06","tito","tt-03-desafio","caminhada","connect","understand","O que relaciona o trecho de Desafio: Povo zeloso ao insight da missão?","Povo","a:Povo | b:Revise | c:liderança","Conectar Desafio: Povo zeloso ao restante da leitura.","Desafio: Povo zeloso"
"tito-cam-tt-03-desafio-07","tito","tt-03-desafio","caminhada","tap","understand","Revisão: em Desafio: Povo zeloso, qual trecho fala da povo?","Revise liderança, sã doutrina e a graça que","a:Revise liderança, sã doutrina e a graça que | b:Revise liderança | c:Revise liderança, sã doutrina","Tito 1-3","Desafio: Povo zeloso"
"tito-cam-tt-03-desafio-08","tito","tt-03-desafio","caminhada","order","understand","Revisão: como se encadeiam os eventos de Desafio: Povo zeloso?","a → b → c","a:Revise liderança, sã doutrina | b:e a graça que | c:transforma o povo de Deus.","Ordenar o fluxo de Desafio: Povo zeloso.","Desafio: Povo zeloso"
"tito-pro-tt-03-desafio-01","tito","tt-03-desafio","profundezas","true_false","interpret","Desafio: Povo zeloso sustenta que o que Jesus / a igreja revelam aqui.","true","true:Verdadeiro | false:Falso","Tito 1-3","Desafio: Povo zeloso"
"tito-pro-tt-03-desafio-02","tito","tt-03-desafio","profundezas","tap","interpret","Em Desafio: Povo zeloso, qual trecho sustenta a ideia de povo?","Revise liderança, sã doutrina e a graça que","a:Revise liderança, sã doutrina e a graça que | b:Revise liderança | c:Revise liderança, sã doutrina","Tito 1-3","Desafio: Povo zeloso"
"tito-pro-tt-03-desafio-03","tito","tt-03-desafio","profundezas","choice","interpret","O que se depreende de Desafio: Povo zeloso para a vida com Deus?","Revise liderança, sã doutrina e a graça que transforma o povo de Deus","a:A aplicação principal contradiz o enunciado do versículo | b:O tema central é apenas memorização de nomes | c:Não há implicação teológica ou prática legítima | d:Revise liderança, sã doutrina e a graça que transforma o povo de Deus","Tito 1-3","Desafio: Povo zeloso"
"tito-pro-tt-03-desafio-04","tito","tt-03-desafio","profundezas","order","interpret","Qual sequência revela o sentido de Desafio: Povo zeloso?","a → b → c","a:Revise liderança, sã doutrina | b:e a graça que | c:transforma o povo de Deus.","Ordenar o fluxo de Desafio: Povo zeloso.","Desafio: Povo zeloso"
"tito-pro-tt-03-desafio-05","tito","tt-03-desafio","profundezas","complete","interpret","Qual palavra completa Desafio: Povo zeloso (Povo) com fidelidade ao tema?","povo","a:povo | b:Revise | c:liderança","Completar com precisão o texto de Desafio: Povo zeloso.","Desafio: Povo zeloso"
"tito-pro-tt-03-desafio-06","tito","tt-03-desafio","profundezas","connect","interpret","Qual elo de sentido une o trecho de Desafio: Povo zeloso ao insight?","Povo","a:Povo | b:Revise | c:liderança","Conectar Desafio: Povo zeloso ao restante da leitura.","Desafio: Povo zeloso"
"tito-pro-tt-03-desafio-07","tito","tt-03-desafio","profundezas","tap","interpret","Revisão: em Desafio: Povo zeloso, qual trecho sustenta a ideia de povo?","Revise liderança, sã doutrina e a graça que","a:Revise liderança, sã doutrina e a graça que | b:Revise liderança | c:Revise liderança, sã doutrina","Tito 1-3","Desafio: Povo zeloso"
"tito-pro-tt-03-desafio-08","tito","tt-03-desafio","profundezas","order","interpret","Revisão: qual sequência revela o sentido de Desafio: Povo zeloso?","a → b → c","a:Revise liderança, sã doutrina | b:e a graça que | c:transforma o povo de Deus.","Ordenar o fluxo de Desafio: Povo zeloso.","Desafio: Povo zeloso"
"filemom-sem-fm-01-intercessao-01","filemom","fm-01-intercessao","semente","true_false","observe","O trecho afirma: Paulo apela por Onésimo, agora irmão amado em Cristo.","true","true:Verdadeiro | false:Falso","Filemom 1:1-16","Intercessão por Onésimo"
"filemom-sem-fm-01-intercessao-02","filemom","fm-01-intercessao","semente","tap","observe","Em Intercessão por Onésimo, toque o trecho que menciona intercessão por onésimo?","Paulo apela por Onésimo, agora irmão amado em Cristo.","a:Paulo apela por Onésimo, agora irmão amado em Cristo. | b:por Onésimo | c:Paulo apela por Onésimo","Filemom 1:1-16","Intercessão por Onésimo"
"filemom-sem-fm-01-intercessao-03","filemom","fm-01-intercessao","semente","choice","observe","O que Intercessão por Onésimo diz de forma explícita?","Paulo apela por Onésimo, agora irmão amado em Cristo","a:Uma prática ritual posterior ao relato | b:Um lugar mencionado apenas em profecia | c:Um tema de carta do Novo Testamento | d:Paulo apela por Onésimo, agora irmão amado em Cristo","Filemom 1:1-16","Intercessão por Onésimo"
"filemom-sem-fm-01-intercessao-04","filemom","fm-01-intercessao","semente","order","observe","Qual a ordem dos fatos em Intercessão por Onésimo?","a → b → c","a:Paulo apela por Onésimo, agora irmão amado em Cristo. | b:Paulo apela por Onésimo | c:agora irmão amado em Cristo","Ordenar o fluxo de Intercessão por Onésimo.","Intercessão por Onésimo"
"filemom-sem-fm-01-intercessao-05","filemom","fm-01-intercessao","semente","complete","observe","Qual palavra o texto usa em Intercessão por Onésimo ao falar de Intercessão?","Paulo","a:Paulo | b:apela | c:Onésimo","Completar com precisão o texto de Intercessão por Onésimo.","Intercessão por Onésimo"
"filemom-sem-fm-01-intercessao-06","filemom","fm-01-intercessao","semente","connect","observe","Qual ideia une o trecho de Intercessão por Onésimo ao insight da missão?","Intercessão","a:Intercessão | b:Paulo | c:apela","Conectar Intercessão por Onésimo ao restante da leitura.","Intercessão por Onésimo"
"filemom-cam-fm-01-intercessao-01","filemom","fm-01-intercessao","caminhada","true_false","understand","Em Intercessão por Onésimo, o relato comunica que Paulo apela por Onésimo, agora irmão amado em Cristo.","true","true:Verdadeiro | false:Falso","Filemom 1:1-16","Intercessão por Onésimo"
"filemom-cam-fm-01-intercessao-02","filemom","fm-01-intercessao","caminhada","tap","understand","Em Intercessão por Onésimo, qual trecho fala da intercessão por onésimo?","Paulo apela por Onésimo, agora irmão amado em Cristo.","a:Paulo apela por Onésimo, agora irmão amado em Cristo. | b:por Onésimo | c:Paulo apela por Onésimo","Filemom 1:1-16","Intercessão por Onésimo"
"filemom-cam-fm-01-intercessao-03","filemom","fm-01-intercessao","caminhada","choice","understand","Qual relação Intercessão por Onésimo estabelece em torno de Intercessão?","Paulo apela por Onésimo, agora irmão amado em Cristo","a:O foco é exclusivamente genealógico, sem mensagem | b:A cena cancela promessas anteriores sem motivo | c:O relato trata só de curiosidade histórica | d:Paulo apela por Onésimo, agora irmão amado em Cristo","Filemom 1:1-16","Intercessão por Onésimo"
"filemom-cam-fm-01-intercessao-04","filemom","fm-01-intercessao","caminhada","order","understand","Como se encadeiam os eventos de Intercessão por Onésimo?","a → b → c","a:Paulo apela por Onésimo, agora irmão amado em Cristo. | b:Paulo apela por Onésimo | c:agora irmão amado em Cristo","Ordenar o fluxo de Intercessão por Onésimo.","Intercessão por Onésimo"
"filemom-cam-fm-01-intercessao-05","filemom","fm-01-intercessao","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Intercessão por Onésimo sobre Intercessão?","Paulo","a:Paulo | b:apela | c:Onésimo","Completar com precisão o texto de Intercessão por Onésimo.","Intercessão por Onésimo"
"filemom-cam-fm-01-intercessao-06","filemom","fm-01-intercessao","caminhada","connect","understand","O que relaciona o trecho de Intercessão por Onésimo ao insight da missão?","Intercessão","a:Intercessão | b:Paulo | c:apela","Conectar Intercessão por Onésimo ao restante da leitura.","Intercessão por Onésimo"
"filemom-pro-fm-01-intercessao-01","filemom","fm-01-intercessao","profundezas","true_false","interpret","Intercessão por Onésimo sustenta que Paulo instrui a igreja em Filemom 1:1-16 com o evangelho no centro.","true","true:Verdadeiro | false:Falso","Filemom 1:1-16","Intercessão por Onésimo"
"filemom-pro-fm-01-intercessao-02","filemom","fm-01-intercessao","profundezas","tap","interpret","Em Intercessão por Onésimo, qual trecho sustenta a ideia de intercessão por onésimo?","Paulo apela por Onésimo, agora irmão amado em Cristo.","a:Paulo apela por Onésimo, agora irmão amado em Cristo. | b:por Onésimo | c:Paulo apela por Onésimo","Filemom 1:1-16","Intercessão por Onésimo"
"filemom-pro-fm-01-intercessao-03","filemom","fm-01-intercessao","profundezas","choice","interpret","O que se depreende de Intercessão por Onésimo para a vida com Deus?","Paulo apela por Onésimo, agora irmão amado em Cristo","a:A aplicação principal contradiz o enunciado do versículo | b:O tema central é apenas memorização de nomes | c:Não há implicação teológica ou prática legítima | d:Paulo apela por Onésimo, agora irmão amado em Cristo","Filemom 1:1-16","Intercessão por Onésimo"
"filemom-pro-fm-01-intercessao-04","filemom","fm-01-intercessao","profundezas","order","interpret","Qual sequência revela o sentido de Intercessão por Onésimo?","a → b → c","a:Paulo apela por Onésimo, agora irmão amado em Cristo. | b:Paulo apela por Onésimo | c:agora irmão amado em Cristo","Ordenar o fluxo de Intercessão por Onésimo.","Intercessão por Onésimo"
"filemom-pro-fm-01-intercessao-05","filemom","fm-01-intercessao","profundezas","complete","interpret","Qual palavra completa Intercessão por Onésimo (Intercessão) com fidelidade ao tema?","Paulo","a:Paulo | b:apela | c:Onésimo","Completar com precisão o texto de Intercessão por Onésimo.","Intercessão por Onésimo"
"filemom-pro-fm-01-intercessao-06","filemom","fm-01-intercessao","profundezas","connect","interpret","Qual elo de sentido une o trecho de Intercessão por Onésimo ao insight?","Intercessão","a:Intercessão | b:Paulo | c:apela","Conectar Intercessão por Onésimo ao restante da leitura.","Intercessão por Onésimo"
"filemom-sem-fm-02-reconciliacao-01","filemom","fm-02-reconciliacao","semente","true_false","observe","O trecho afirma: Paulo assume a causa de Onésimo e pede que Filemom o receba como receberia o próprio apóstolo.","true","true:Verdadeiro | false:Falso","Filemom 1:17-25","Receber como a Paulo"
"filemom-sem-fm-02-reconciliacao-02","filemom","fm-02-reconciliacao","semente","tap","observe","Em Receber como a Paulo, toque o trecho que menciona receber?","Paulo assume a causa","a:Paulo assume a causa | b:a causa de Onésimo | c:de Onésimo e pede","Filemom 1:17-25","Receber como a Paulo"
"filemom-sem-fm-02-reconciliacao-03","filemom","fm-02-reconciliacao","semente","choice","observe","O que Receber como a Paulo diz de forma explícita?","Paulo assume a causa de Onésimo e pede que Filemom o receba como receberia o próprio…","a:Uma prática ritual posterior ao relato | b:Um lugar mencionado apenas em profecia | c:Um tema de carta do Novo Testamento | d:Paulo assume a causa de Onésimo e pede que Filemom o receba como receberia o próprio…","Filemom 1:17-25","Receber como a Paulo"
"filemom-sem-fm-02-reconciliacao-04","filemom","fm-02-reconciliacao","semente","order","observe","Qual a ordem dos fatos em Receber como a Paulo?","a → b → c","a:Paulo assume a causa de | b:Onésimo e pede que Filemom | c:o receba como receberia o próprio apóstolo.","Ordenar o fluxo de Receber como a Paulo.","Receber como a Paulo"
"filemom-sem-fm-02-reconciliacao-05","filemom","fm-02-reconciliacao","semente","complete","observe","Qual palavra o texto usa em Receber como a Paulo ao falar de Receber?","receba","a:receba | b:Paulo | c:assume","Completar com precisão o texto de Receber como a Paulo.","Receber como a Paulo"
"filemom-sem-fm-02-reconciliacao-06","filemom","fm-02-reconciliacao","semente","connect","observe","Qual ideia une o trecho de Receber como a Paulo ao insight da missão?","Receber","a:Receber | b:Paulo | c:assume","Conectar Receber como a Paulo ao restante da leitura.","Receber como a Paulo"
"filemom-cam-fm-02-reconciliacao-01","filemom","fm-02-reconciliacao","caminhada","true_false","understand","Em Receber como a Paulo, o relato comunica que Paulo assume a causa de Onésimo e pede que Filemom o receba como receberia o próprio…?","true","true:Verdadeiro | false:Falso","Filemom 1:17-25","Receber como a Paulo"
"filemom-cam-fm-02-reconciliacao-02","filemom","fm-02-reconciliacao","caminhada","tap","understand","Em Receber como a Paulo, qual trecho fala da receber?","Paulo assume a causa","a:Paulo assume a causa | b:a causa de Onésimo | c:de Onésimo e pede","Filemom 1:17-25","Receber como a Paulo"
"filemom-cam-fm-02-reconciliacao-03","filemom","fm-02-reconciliacao","caminhada","choice","understand","Qual relação Receber como a Paulo estabelece em torno de Receber?","Paulo assume a causa de Onésimo e pede que Filemom o receba como receberia o próprio…","a:O foco é exclusivamente genealógico, sem mensagem | b:A cena cancela promessas anteriores sem motivo | c:O relato trata só de curiosidade histórica | d:Paulo assume a causa de Onésimo e pede que Filemom o receba como receberia o próprio…","Filemom 1:17-25","Receber como a Paulo"
"filemom-cam-fm-02-reconciliacao-04","filemom","fm-02-reconciliacao","caminhada","order","understand","Como se encadeiam os eventos de Receber como a Paulo?","a → b → c","a:Paulo assume a causa de | b:Onésimo e pede que Filemom | c:o receba como receberia o próprio apóstolo.","Ordenar o fluxo de Receber como a Paulo.","Receber como a Paulo"
"filemom-cam-fm-02-reconciliacao-05","filemom","fm-02-reconciliacao","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Receber como a Paulo sobre Receber?","receba","a:receba | b:Paulo | c:assume","Completar com precisão o texto de Receber como a Paulo.","Receber como a Paulo"
"filemom-cam-fm-02-reconciliacao-06","filemom","fm-02-reconciliacao","caminhada","connect","understand","O que relaciona o trecho de Receber como a Paulo ao insight da missão?","Receber","a:Receber | b:Paulo | c:assume","Conectar Receber como a Paulo ao restante da leitura.","Receber como a Paulo"
"filemom-pro-fm-02-reconciliacao-01","filemom","fm-02-reconciliacao","profundezas","true_false","interpret","Receber como a Paulo sustenta que Paulo instrui a igreja em Filemom 1:17-25 com o evangelho no centro.","true","true:Verdadeiro | false:Falso","Filemom 1:17-25","Receber como a Paulo"
"filemom-pro-fm-02-reconciliacao-02","filemom","fm-02-reconciliacao","profundezas","tap","interpret","Em Receber como a Paulo, qual trecho sustenta a ideia de receber?","Paulo assume a causa","a:Paulo assume a causa | b:a causa de Onésimo | c:de Onésimo e pede","Filemom 1:17-25","Receber como a Paulo"
"filemom-pro-fm-02-reconciliacao-03","filemom","fm-02-reconciliacao","profundezas","choice","interpret","O que se depreende de Receber como a Paulo para a vida com Deus?","Paulo assume a causa de Onésimo e pede que Filemom o receba como receberia o próprio…","a:A aplicação principal contradiz o enunciado do versículo | b:O tema central é apenas memorização de nomes | c:Não há implicação teológica ou prática legítima | d:Paulo assume a causa de Onésimo e pede que Filemom o receba como receberia o próprio…","Filemom 1:17-25","Receber como a Paulo"
"filemom-pro-fm-02-reconciliacao-04","filemom","fm-02-reconciliacao","profundezas","order","interpret","Qual sequência revela o sentido de Receber como a Paulo?","a → b → c","a:Paulo assume a causa de | b:Onésimo e pede que Filemom | c:o receba como receberia o próprio apóstolo.","Ordenar o fluxo de Receber como a Paulo.","Receber como a Paulo"
"filemom-pro-fm-02-reconciliacao-05","filemom","fm-02-reconciliacao","profundezas","complete","interpret","Qual palavra completa Receber como a Paulo (Receber) com fidelidade ao tema?","receba","a:receba | b:Paulo | c:assume","Completar com precisão o texto de Receber como a Paulo.","Receber como a Paulo"
"filemom-pro-fm-02-reconciliacao-06","filemom","fm-02-reconciliacao","profundezas","connect","interpret","Qual elo de sentido une o trecho de Receber como a Paulo ao insight?","Receber","a:Receber | b:Paulo | c:assume","Conectar Receber como a Paulo ao restante da leitura.","Receber como a Paulo"
"filemom-sem-fm-03-desafio-01","filemom","fm-03-desafio","semente","true_false","observe","O trecho afirma: Revise a intercessão de Paulo e a nova relação criada pelo evangelho.","true","true:Verdadeiro | false:Falso","Filemom 1","Desafio: Graça que reconcilia"
"filemom-sem-fm-03-desafio-02","filemom","fm-03-desafio","semente","tap","observe","Em Desafio: Graça que reconcilia, toque o trecho que menciona revise?","Revise a intercessão de Paulo e a nova","a:Revise a intercessão de Paulo e a nova | b:a intercessão de Paulo | c:Paulo e a nova","Filemom 1","Desafio: Graça que reconcilia"
"filemom-sem-fm-03-desafio-03","filemom","fm-03-desafio","semente","choice","observe","O que Desafio: Graça que reconcilia diz de forma explícita?","Revise a intercessão de Paulo e a nova relação criada pelo evangelho","a:Uma prática ritual posterior ao relato | b:Um lugar mencionado apenas em profecia | c:Um tema de carta do Novo Testamento | d:Revise a intercessão de Paulo e a nova relação criada pelo evangelho","Filemom 1","Desafio: Graça que reconcilia"
"filemom-sem-fm-03-desafio-04","filemom","fm-03-desafio","semente","order","observe","Qual a ordem dos fatos em Desafio: Graça que reconcilia?","a → b → c","a:Revise a intercessão de | b:Paulo e a nova | c:relação criada pelo evangelho.","Ordenar o fluxo de Desafio: Graça que reconcilia.","Desafio: Graça que reconcilia"
"filemom-sem-fm-03-desafio-05","filemom","fm-03-desafio","semente","complete","observe","Qual palavra o texto usa em Desafio: Graça que reconcilia ao falar de Graça?","Revise","a:Revise | b:intercessão | c:Paulo","Completar com precisão o texto de Desafio: Graça que reconcilia.","Desafio: Graça que reconcilia"
"filemom-sem-fm-03-desafio-06","filemom","fm-03-desafio","semente","connect","observe","Qual ideia une o trecho de Desafio: Graça que reconcilia ao insight da missão?","Graça","a:Graça | b:Revise | c:intercessão","Conectar Desafio: Graça que reconcilia ao restante da leitura.","Desafio: Graça que reconcilia"
"filemom-sem-fm-03-desafio-07","filemom","fm-03-desafio","semente","tap","observe","Revisão: em Desafio: Graça que reconcilia, toque o trecho que menciona revise?","Revise a intercessão de Paulo e a nova","a:Revise a intercessão de Paulo e a nova | b:a intercessão de Paulo | c:Paulo e a nova","Filemom 1","Desafio: Graça que reconcilia"
"filemom-sem-fm-03-desafio-08","filemom","fm-03-desafio","semente","order","observe","Revisão: qual a ordem dos fatos em Desafio: Graça que reconcilia?","a → b → c","a:Revise a intercessão de | b:Paulo e a nova | c:relação criada pelo evangelho.","Ordenar o fluxo de Desafio: Graça que reconcilia.","Desafio: Graça que reconcilia"
"filemom-cam-fm-03-desafio-01","filemom","fm-03-desafio","caminhada","true_false","understand","Em Desafio: Graça que reconcilia, o relato comunica que revise a intercessão de Paulo e a nova relação criada pelo evangelho.","true","true:Verdadeiro | false:Falso","Filemom 1","Desafio: Graça que reconcilia"
"filemom-cam-fm-03-desafio-02","filemom","fm-03-desafio","caminhada","tap","understand","Em Desafio: Graça que reconcilia, qual trecho fala da revise?","Revise a intercessão de Paulo e a nova","a:Revise a intercessão de Paulo e a nova | b:a intercessão de Paulo | c:Paulo e a nova","Filemom 1","Desafio: Graça que reconcilia"
"filemom-cam-fm-03-desafio-03","filemom","fm-03-desafio","caminhada","choice","understand","Qual relação Desafio: Graça que reconcilia estabelece em torno de Graça?","Revise a intercessão de Paulo e a nova relação criada pelo evangelho","a:O foco é exclusivamente genealógico, sem mensagem | b:A cena cancela promessas anteriores sem motivo | c:O relato trata só de curiosidade histórica | d:Revise a intercessão de Paulo e a nova relação criada pelo evangelho","Filemom 1","Desafio: Graça que reconcilia"
"filemom-cam-fm-03-desafio-04","filemom","fm-03-desafio","caminhada","order","understand","Como se encadeiam os eventos de Desafio: Graça que reconcilia?","a → b → c","a:Revise a intercessão de | b:Paulo e a nova | c:relação criada pelo evangelho.","Ordenar o fluxo de Desafio: Graça que reconcilia.","Desafio: Graça que reconcilia"
"filemom-cam-fm-03-desafio-05","filemom","fm-03-desafio","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Desafio: Graça que reconcilia sobre Graça?","Revise","a:Revise | b:intercessão | c:Paulo","Completar com precisão o texto de Desafio: Graça que reconcilia.","Desafio: Graça que reconcilia"
"filemom-cam-fm-03-desafio-06","filemom","fm-03-desafio","caminhada","connect","understand","O que relaciona o trecho de Desafio: Graça que reconcilia ao insight da missão?","Graça","a:Graça | b:Revise | c:intercessão","Conectar Desafio: Graça que reconcilia ao restante da leitura.","Desafio: Graça que reconcilia"
"filemom-cam-fm-03-desafio-07","filemom","fm-03-desafio","caminhada","tap","understand","Revisão: em Desafio: Graça que reconcilia, qual trecho fala da revise?","Revise a intercessão de Paulo e a nova","a:Revise a intercessão de Paulo e a nova | b:a intercessão de Paulo | c:Paulo e a nova","Filemom 1","Desafio: Graça que reconcilia"
"filemom-cam-fm-03-desafio-08","filemom","fm-03-desafio","caminhada","order","understand","Revisão: como se encadeiam os eventos de Desafio: Graça que reconcilia?","a → b → c","a:Revise a intercessão de | b:Paulo e a nova | c:relação criada pelo evangelho.","Ordenar o fluxo de Desafio: Graça que reconcilia.","Desafio: Graça que reconcilia"
"filemom-pro-fm-03-desafio-01","filemom","fm-03-desafio","profundezas","true_false","interpret","Desafio: Graça que reconcilia sustenta que o que Jesus / a igreja revelam aqui.","true","true:Verdadeiro | false:Falso","Filemom 1","Desafio: Graça que reconcilia"
"filemom-pro-fm-03-desafio-02","filemom","fm-03-desafio","profundezas","tap","interpret","Em Desafio: Graça que reconcilia, qual trecho sustenta a ideia de revise?","Revise a intercessão de Paulo e a nova","a:Revise a intercessão de Paulo e a nova | b:a intercessão de Paulo | c:Paulo e a nova","Filemom 1","Desafio: Graça que reconcilia"
"filemom-pro-fm-03-desafio-03","filemom","fm-03-desafio","profundezas","choice","interpret","O que se depreende de Desafio: Graça que reconcilia para a vida com Deus?","Revise a intercessão de Paulo e a nova relação criada pelo evangelho","a:A aplicação principal contradiz o enunciado do versículo | b:O tema central é apenas memorização de nomes | c:Não há implicação teológica ou prática legítima | d:Revise a intercessão de Paulo e a nova relação criada pelo evangelho","Filemom 1","Desafio: Graça que reconcilia"
"filemom-pro-fm-03-desafio-04","filemom","fm-03-desafio","profundezas","order","interpret","Qual sequência revela o sentido de Desafio: Graça que reconcilia?","a → b → c","a:Revise a intercessão de | b:Paulo e a nova | c:relação criada pelo evangelho.","Ordenar o fluxo de Desafio: Graça que reconcilia.","Desafio: Graça que reconcilia"
"filemom-pro-fm-03-desafio-05","filemom","fm-03-desafio","profundezas","complete","interpret","Qual palavra completa Desafio: Graça que reconcilia (Graça) com fidelidade ao tema?","Revise","a:Revise | b:intercessão | c:Paulo","Completar com precisão o texto de Desafio: Graça que reconcilia.","Desafio: Graça que reconcilia"
